pair_type	I1	I2	dist
Human_vs_Human	HP12139	HP12218	1846
Human_vs_Human	HP12139	HP12226	1842
Human_vs_Human	HP12139	HP12231	5208
Human_vs_Human	HP12139	HP12232	5182
Human_vs_Human	HP12139	HP12563	7665
Human_vs_Human	HP12173	HP12139	1339
Human_vs_Human	HP12173	HP12179	110
Human_vs_Human	HP12173	HP12206	110
Human_vs_Human	HP12173	HP12211	124
Human_vs_Human	HP12173	HP12218	1279
Human_vs_Human	HP12173	HP12222	113
Human_vs_Human	HP12173	HP12226	1275
Human_vs_Human	HP12173	HP12231	4690
Human_vs_Human	HP12173	HP12232	4663
Human_vs_Human	HP12173	HP12242	117
Human_vs_Human	HP12173	HP12243	110
Human_vs_Human	HP12173	HP12563	7369
Human_vs_Human	HP12173	HP12576	132
Human_vs_Human	HP12173	HP12579	134
Human_vs_Human	HP12173	HP12628	361
Human_vs_Human	HP12179	HP12139	1232
Human_vs_Human	HP12179	HP12206	1
Human_vs_Human	HP12179	HP12211	14
Human_vs_Human	HP12179	HP12218	1173
Human_vs_Human	HP12179	HP12222	3
Human_vs_Human	HP12179	HP12226	1168
Human_vs_Human	HP12179	HP12231	4582
Human_vs_Human	HP12179	HP12232	4551
Human_vs_Human	HP12179	HP12242	7
Human_vs_Human	HP12179	HP12243	0
Human_vs_Human	HP12179	HP12563	7266
Human_vs_Human	HP12179	HP12576	22
Human_vs_Human	HP12179	HP12579	27
Human_vs_Human	HP12179	HP12628	251
Human_vs_Human	HP12186	HP12139	1235
Human_vs_Human	HP12186	HP12173	113
Human_vs_Human	HP12186	HP12179	3
Human_vs_Human	HP12186	HP12206	4
Human_vs_Human	HP12186	HP12211	17
Human_vs_Human	HP12186	HP12218	1177
Human_vs_Human	HP12186	HP12222	6
Human_vs_Human	HP12186	HP12226	1172
Human_vs_Human	HP12186	HP12231	4587
Human_vs_Human	HP12186	HP12232	4556
Human_vs_Human	HP12186	HP12242	10
Human_vs_Human	HP12186	HP12243	3
Human_vs_Human	HP12186	HP12505	356
Human_vs_Human	HP12186	HP12563	7264
Human_vs_Human	HP12186	HP12571	231
Human_vs_Human	HP12186	HP12576	25
Human_vs_Human	HP12186	HP12579	30
Human_vs_Human	HP12186	HP12628	254
Human_vs_Human	HP12206	HP12139	1232
Human_vs_Human	HP12206	HP12211	15
Human_vs_Human	HP12206	HP12218	1175
Human_vs_Human	HP12206	HP12222	4
Human_vs_Human	HP12206	HP12226	1170
Human_vs_Human	HP12206	HP12231	4582
Human_vs_Human	HP12206	HP12232	4556
Human_vs_Human	HP12206	HP12242	8
