pair_type	I1	I2	dist
Human_vs_Food	HP12157	SC28	1732
Human_vs_Food	HP12157	SC59	47
Human_vs_Food	HP12167	SC28	716
Human_vs_Food	HP12167	SC59	1990
Human_vs_Food	HP12171	SC28	1727
Human_vs_Food	HP12171	SC59	16
Human_vs_Food	HP12177	SC28	1871
Human_vs_Food	HP12177	SC59	241
Human_vs_Food	HP12178	SC28	111
Human_vs_Food	HP12178	SC59	1698
Human_vs_Food	HP12180	SC28	108
Human_vs_Food	HP12180	SC59	1696
Human_vs_Food	HP12181	SC28	505
Human_vs_Food	HP12181	SC59	1920
Human_vs_Food	HP12184	SC28	116
Human_vs_Food	HP12184	SC59	1704
Human_vs_Food	HP12190	SC28	1732
Human_vs_Food	HP12190	SC59	21
Human_vs_Food	HP12203	SC28	546
Human_vs_Food	HP12203	SC59	1828
Human_vs_Food	HP12205	SC28	1732
Human_vs_Food	HP12205	SC59	20
Human_vs_Food	HP12234	SC28	1731
Human_vs_Food	HP12234	SC59	19
Human_vs_Food	HP12235	SC28	1730
Human_vs_Food	HP12235	SC59	18
Human_vs_Food	HP12237	SC28	573
Human_vs_Food	HP12237	SC59	1850
Human_vs_Food	HP12239	SC28	1733
Human_vs_Food	HP12239	SC59	21
Human_vs_Food	HP12240	SC28	1731
Human_vs_Food	HP12240	SC59	19
Human_vs_Food	HP12245	SC28	1754
Human_vs_Food	HP12245	SC59	43
Human_vs_Food	HP12246	SC28	980
Human_vs_Food	HP12246	SC59	2232
Human_vs_Food	HP12517	SC28	4
Human_vs_Food	HP12517	SC59	1730
Human_vs_Food	HP12525	SC28	20
Human_vs_Food	HP12525	SC59	1746
Human_vs_Food	HP12527	SC28	994
Human_vs_Food	HP12527	SC59	2246
Human_vs_Food	HP12530	SC28	548
Human_vs_Food	HP12530	SC59	1830
Human_vs_Food	HP12557	SC28	729
Human_vs_Food	HP12557	SC59	2008
Human_vs_Food	HP12568	SC28	47
Human_vs_Food	HP12568	SC59	1754
Human_vs_Food	HP12572	SC28	2042
Human_vs_Food	HP12572	SC59	367
Human_vs_Food	HP12582	SC28	1809
Human_vs_Food	HP12582	SC59	139
Human_vs_Food	HP12620	SC28	979
Human_vs_Food	HP12620	SC59	2230
Human_vs_Food	HP12625	SC28	1033
Human_vs_Food	HP12625	SC59	2279
Human_vs_Food	HP12627	SC28	724
Human_vs_Food	HP12627	SC59	1996
Human_vs_Food	HP12630	SC28	986
Human_vs_Food	HP12630	SC59	2238
Human_vs_Food	HP12632	SC28	728
Human_vs_Food	HP12632	SC59	2000
Human_vs_Food	HP12639	SC28	552
Human_vs_Food	HP12639	SC59	1834
Human_vs_Food	HP12644	SC28	148
Human_vs_Food	HP12644	SC59	1732
Human_vs_Food	HP12650	SC28	603
Human_vs_Food	HP12650	SC59	1880
