pair_type	I1	I2	dist
Human_vs_Human	HP12157	HP12171	43
Human_vs_Human	HP12157	HP12177	268
Human_vs_Human	HP12157	HP12245	70
Human_vs_Human	HP12157	HP12582	178
Human_vs_Human	HP12167	HP12157	1992
Human_vs_Human	HP12167	HP12171	1987
Human_vs_Human	HP12167	HP12177	2139
Human_vs_Human	HP12167	HP12178	683
Human_vs_Human	HP12167	HP12180	680
Human_vs_Human	HP12167	HP12181	944
Human_vs_Human	HP12167	HP12184	686
Human_vs_Human	HP12167	HP12190	1992
Human_vs_Human	HP12167	HP12205	1992
Human_vs_Human	HP12167	HP12234	1991
Human_vs_Human	HP12167	HP12235	1990
Human_vs_Human	HP12167	HP12239	1993
Human_vs_Human	HP12167	HP12240	1991
Human_vs_Human	HP12167	HP12245	2014
Human_vs_Human	HP12167	HP12517	716
Human_vs_Human	HP12167	HP12525	732
Human_vs_Human	HP12167	HP12568	759
Human_vs_Human	HP12167	HP12572	2288
Human_vs_Human	HP12167	HP12582	2079
Human_vs_Human	HP12167	HP12644	715
Human_vs_Human	HP12171	HP12177	237
Human_vs_Human	HP12178	HP12157	1700
Human_vs_Human	HP12178	HP12171	1695
Human_vs_Human	HP12178	HP12177	1839
Human_vs_Human	HP12178	HP12180	10
Human_vs_Human	HP12178	HP12181	513
Human_vs_Human	HP12178	HP12184	21
Human_vs_Human	HP12178	HP12190	1700
Human_vs_Human	HP12178	HP12205	1700
Human_vs_Human	HP12178	HP12234	1699
Human_vs_Human	HP12178	HP12235	1698
Human_vs_Human	HP12178	HP12239	1701
Human_vs_Human	HP12178	HP12240	1699
Human_vs_Human	HP12178	HP12245	1722
Human_vs_Human	HP12178	HP12517	111
Human_vs_Human	HP12178	HP12525	127
Human_vs_Human	HP12178	HP12568	158
Human_vs_Human	HP12178	HP12572	2011
Human_vs_Human	HP12178	HP12582	1773
Human_vs_Human	HP12178	HP12644	50
Human_vs_Human	HP12180	HP12157	1698
Human_vs_Human	HP12180	HP12171	1693
Human_vs_Human	HP12180	HP12177	1837
Human_vs_Human	HP12180	HP12181	510
Human_vs_Human	HP12180	HP12184	18
Human_vs_Human	HP12180	HP12190	1698
Human_vs_Human	HP12180	HP12205	1697
Human_vs_Human	HP12180	HP12234	1697
Human_vs_Human	HP12180	HP12235	1696
Human_vs_Human	HP12180	HP12239	1699
Human_vs_Human	HP12180	HP12240	1697
Human_vs_Human	HP12180	HP12245	1720
Human_vs_Human	HP12180	HP12517	108
Human_vs_Human	HP12180	HP12525	124
Human_vs_Human	HP12180	HP12568	155
Human_vs_Human	HP12180	HP12572	2007
Human_vs_Human	HP12180	HP12582	1772
Human_vs_Human	HP12181	HP12157	1923
Human_vs_Human	HP12181	HP12171	1918
Human_vs_Human	HP12181	HP12177	2070
Human_vs_Human	HP12181	HP12190	1923
Human_vs_Human	HP12181	HP12205	1923
Human_vs_Human	HP12181	HP12234	1922
Human_vs_Human	HP12181	HP12235	1921
Human_vs_Human	HP12181	HP12239	1924
Human_vs_Human	HP12181	HP12240	1922
Human_vs_Human	HP12181	HP12245	1945
Human_vs_Human	HP12181	HP12572	2179
