pair_type	I1	I2	dist
Human_vs_Animal	HP12139	S-LS-30-CJ-C-123-2-1-66	4
Human_vs_Animal	HP12139	S-LS-30-CJ-C-128-2-1-73	5147
Human_vs_Animal	HP12139	S-LS-30-CJ-C-19-2-1-9	6
Human_vs_Animal	HP12139	S-LS-30-CJ-C-40-1-1-21	3
Human_vs_Animal	HP12139	S-LS-30-CJ-C-56-1-1-30	4
Human_vs_Animal	HP12139	S-LS-30-CJ-C-9-2-1-3	5097
Human_vs_Animal	HP12139	S-LS-30-CJ-C-93-1-1-55	1234
Human_vs_Animal	HP12139	S-FF-R1-CJ-C-1-1-1-5	1401
Human_vs_Animal	HP12139	S-FF-R1-CJ-C-2-1-1-7	1370
Human_vs_Animal	HP12139	S-FF-R1-CJ-C-3-1-1-9	1246
Human_vs_Animal	HP12139	S-SA-02-CJ-B-41-1-86	1264
Human_vs_Animal	HP12139	S-FF-R2-CJ-C-1-1-1-11	1400
Human_vs_Animal	HP12139	S-FF-R2-CJ-C-3-1-1-5	1365
Human_vs_Animal	HP12139	S-FF-R2-CJ-C-4-1-1-7	1430
Human_vs_Animal	HP12139	S-FF-R2-CJ-C-5-1-1-9	1366
Human_vs_Animal	HP12173	S-LS-30-CJ-C-123-2-1-66	1341
Human_vs_Animal	HP12173	S-LS-30-CJ-C-128-2-1-73	4478
Human_vs_Animal	HP12173	S-LS-30-CJ-C-19-2-1-9	1343
Human_vs_Animal	HP12173	S-LS-30-CJ-C-40-1-1-21	1340
Human_vs_Animal	HP12173	S-LS-30-CJ-C-56-1-1-30	1341
Human_vs_Animal	HP12173	S-LS-30-CJ-C-9-2-1-3	4444
Human_vs_Animal	HP12173	S-LS-30-CJ-C-93-1-1-55	112
Human_vs_Animal	HP12173	S-FF-R1-CJ-C-1-1-1-5	288
Human_vs_Animal	HP12173	S-FF-R1-CJ-C-2-1-1-7	254
Human_vs_Animal	HP12173	S-FF-R1-CJ-C-3-1-1-9	126
Human_vs_Animal	HP12173	S-SA-02-CJ-B-41-1-86	143
Human_vs_Animal	HP12173	S-FF-R2-CJ-C-1-1-1-11	288
Human_vs_Animal	HP12173	S-FF-R2-CJ-C-3-1-1-5	249
Human_vs_Animal	HP12173	S-FF-R2-CJ-C-4-1-1-7	316
Human_vs_Animal	HP12173	S-FF-R2-CJ-C-5-1-1-9	254
Human_vs_Animal	HP12179	S-LS-30-CJ-C-123-2-1-66	1234
Human_vs_Animal	HP12179	S-LS-30-CJ-C-128-2-1-73	4376
Human_vs_Animal	HP12179	S-LS-30-CJ-C-19-2-1-9	1236
Human_vs_Animal	HP12179	S-LS-30-CJ-C-40-1-1-21	1233
Human_vs_Animal	HP12179	S-LS-30-CJ-C-56-1-1-30	1234
Human_vs_Animal	HP12179	S-LS-30-CJ-C-9-2-1-3	4332
Human_vs_Animal	HP12179	S-LS-30-CJ-C-93-1-1-55	2
Human_vs_Animal	HP12179	S-FF-R1-CJ-C-1-1-1-5	179
Human_vs_Animal	HP12179	S-FF-R1-CJ-C-2-1-1-7	144
Human_vs_Animal	HP12179	S-FF-R1-CJ-C-3-1-1-9	16
Human_vs_Animal	HP12179	S-SA-02-CJ-B-41-1-86	33
Human_vs_Animal	HP12179	S-FF-R2-CJ-C-1-1-1-11	164
Human_vs_Animal	HP12179	S-FF-R2-CJ-C-3-1-1-5	139
Human_vs_Animal	HP12179	S-FF-R2-CJ-C-4-1-1-7	206
Human_vs_Animal	HP12179	S-FF-R2-CJ-C-5-1-1-9	144
Human_vs_Animal	HP12186	S-LS-30-CJ-C-123-2-1-66	1237
Human_vs_Animal	HP12186	S-LS-30-CJ-C-128-2-1-73	4383
Human_vs_Animal	HP12186	S-LS-30-CJ-C-19-2-1-9	1239
