pair_type	I1	I2	dist
Human_vs_Animal	HP12215	30-CJ-B-204-1-37	1533
Human_vs_Animal	HP12215	B-29-1-29	1614
Human_vs_Animal	HP12215	B-43-1-43	459
Human_vs_Animal	HP12215	R1-Cj-B-10	1858
Human_vs_Animal	HP12215	R1-Cj-B-50	1435
Human_vs_Animal	HP12215	R1-Cj-B-53	2023
Human_vs_Animal	HP12215	R1-Cj-B-57	1839
Human_vs_Animal	HP12215	R1-Cj-B-62	1608
Human_vs_Animal	HP12215	R1-Cj-B-78	1844
Human_vs_Animal	HP12215	R2-Cj-B-1	1600
Human_vs_Animal	HP12215	R2-Cj-B-116	1467
Human_vs_Animal	HP12215	R2-Cj-B-18	1628
Human_vs_Animal	HP12215	R2-Cj-B-25	1610
Human_vs_Animal	HP12215	R2-Cj-B-32	634
Human_vs_Animal	HP12215	R2-Cj-B-51	1596
Human_vs_Animal	HP12215	R2-Cj-B-65	1869
Human_vs_Animal	HP12215	R2-Cj-B-77	1577
Human_vs_Animal	HP12215	R2-Cj-C-90	1121
Human_vs_Animal	HP12216	30-CJ-B-204-1-37	1539
Human_vs_Animal	HP12216	B-29-1-29	1620
Human_vs_Animal	HP12216	B-43-1-43	465
Human_vs_Animal	HP12216	R1-Cj-B-10	1858
Human_vs_Animal	HP12216	R1-Cj-B-50	1440
Human_vs_Animal	HP12216	R1-Cj-B-53	2028
Human_vs_Animal	HP12216	R1-Cj-B-57	1845
Human_vs_Animal	HP12216	R1-Cj-B-62	1614
Human_vs_Animal	HP12216	R1-Cj-B-78	1848
Human_vs_Animal	HP12216	R2-Cj-B-1	1606
Human_vs_Animal	HP12216	R2-Cj-B-116	1473
Human_vs_Animal	HP12216	R2-Cj-B-18	1634
Human_vs_Animal	HP12216	R2-Cj-B-25	1616
Human_vs_Animal	HP12216	R2-Cj-B-32	640
Human_vs_Animal	HP12216	R2-Cj-B-51	1597
Human_vs_Animal	HP12216	R2-Cj-B-65	1875
Human_vs_Animal	HP12216	R2-Cj-B-77	1583
Human_vs_Animal	HP12216	R2-Cj-C-90	1121
Human_vs_Animal	HP12236	30-CJ-B-204-1-37	2166
Human_vs_Animal	HP12236	B-29-1-29	2204
Human_vs_Animal	HP12236	B-43-1-43	1681
Human_vs_Animal	HP12236	R1-Cj-B-10	1535
Human_vs_Animal	HP12236	R1-Cj-B-50	2043
Human_vs_Animal	HP12236	R1-Cj-B-53	1544
Human_vs_Animal	HP12236	R1-Cj-B-57	2405
Human_vs_Animal	HP12236	R1-Cj-B-62	2196
Human_vs_Animal	HP12236	R1-Cj-B-78	1525
Human_vs_Animal	HP12236	R2-Cj-B-1	2173
Human_vs_Animal	HP12236	R2-Cj-B-116	2250
Human_vs_Animal	HP12236	R2-Cj-B-18	2196
Human_vs_Animal	HP12236	R2-Cj-B-25	2215
Human_vs_Animal	HP12236	R2-Cj-B-32	1256
Human_vs_Animal	HP12236	R2-Cj-B-51	2182
Human_vs_Animal	HP12236	R2-Cj-B-65	1546
Human_vs_Animal	HP12236	R2-Cj-B-77	2165
Human_vs_Animal	HP12236	R2-Cj-C-90	618
Human_vs_Animal	HP12248	30-CJ-B-204-1-37	293
Human_vs_Animal	HP12248	B-29-1-29	464
Human_vs_Animal	HP12248	B-43-1-43	1709
Human_vs_Animal	HP12248	R1-Cj-B-10	2388
Human_vs_Animal	HP12248	R1-Cj-B-50	156
Human_vs_Animal	HP12248	R1-Cj-B-53	2716
Human_vs_Animal	HP12248	R1-Cj-B-57	341
Human_vs_Animal	HP12248	R1-Cj-B-62	394
Human_vs_Animal	HP12248	R1-Cj-B-78	2362
Human_vs_Animal	HP12248	R2-Cj-B-1	457
Human_vs_Animal	HP12248	R2-Cj-B-116	379
Human_vs_Animal	HP12248	R2-Cj-B-18	133
Human_vs_Animal	HP12248	R2-Cj-B-25	110
Human_vs_Animal	HP12248	R2-Cj-B-32	1436
Human_vs_Animal	HP12248	R2-Cj-B-51	385
Human_vs_Animal	HP12248	R2-Cj-B-65	2403
Human_vs_Animal	HP12248	R2-Cj-B-77	361
Human_vs_Animal	HP12248	R2-Cj-C-90	1824
Human_vs_Animal	HP12655	30-CJ-B-204-1-37	2218
Human_vs_Animal	HP12655	B-29-1-29	2334
Human_vs_Animal	HP12655	B-43-1-43	1777
Human_vs_Animal	HP12655	R1-Cj-B-10	1637
Human_vs_Animal	HP12655	R1-Cj-B-50	2095
Human_vs_Animal	HP12655	R1-Cj-B-53	1688
Human_vs_Animal	HP12655	R1-Cj-B-57	2417
Human_vs_Animal	HP12655	R1-Cj-B-62	2244
Human_vs_Animal	HP12655	R1-Cj-B-78	1626
Human_vs_Animal	HP12655	R2-Cj-B-1	2311
Human_vs_Animal	HP12655	R2-Cj-B-116	2289
Human_vs_Animal	HP12655	R2-Cj-B-18	2248
Human_vs_Animal	HP12655	R2-Cj-B-25	2263
Human_vs_Animal	HP12655	R2-Cj-B-32	1358
Human_vs_Animal	HP12655	R2-Cj-B-51	2235
Human_vs_Animal	HP12655	R2-Cj-B-65	1647
Human_vs_Animal	HP12655	R2-Cj-B-77	2218
Human_vs_Animal	HP12655	R2-Cj-C-90	765
